order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1480832,122577,Two Hands,Coffee,15.3,Weekend,3,29,15
1488973,212793,Miznon,Middle Eastern,13.07,Weekend,4,35,21
1491066,185693,Gaonnuri,American,4.5,Weekend,Not given,27,24
1487761,462556,Buvette - $5 off first order,French,16.2,Weekday,5,29,21
1495435,202409,Daniel,French,13.37,Weekday,5,30,15
1493095,497930,Partners Coffee,Coffee,13.11,Weekday,Not given,24,15
1493515,220821,St Kilda,Australian,14.94,Weekend,Not given,26,16
1495578,375440,Patisserie Chanson,Dessert,16.27,Weekend,5,31,20
1494226,473766,Robert,American,24.68,Weekday,4,32,23
1496260,477066,Butler,Coffee,27.05,Weekend,4,28,26
1480861,236197,Ample Hills,Ice Cream,28.1,Weekend,5,32,20
1482879,483329,Roman's,Italian,27.54,Weekend,5,32,15
1497190,27573,Financier Patisserie (20% off),Dessert,16.22,Weekend,5,29,18
1480188,498866,Crown Shy,American,23.22,Weekday,3,29,28
1490171,60660,Club A Steakhouse,Steakhouse,15.61,Weekday,3,28,18
1485361,232104,Primehouse,Steakhouse,23.11,Weekend,5,25,27
1497066,433268,Pier A Harbor House,American,17.87,Weekday,3,25,19
1486409,276839,Delice & Sarrasin,Vegetarian,19.18,Weekend,Not given,35,25
1495850,313025,T-Bar Steak,Steakhouse,16.31,Weekday,4,20,27
1492239,354051,Pies 'n' Thighs,Southern,19.52,Weekday,4,22,28
1493376,362475,Hunan Slurp,Szechuan,22.99,Weekend,4,20,19
1481780,159216,The Campbell,American,13.76,Weekday,Not given,20,23
1483401,192849,Double Zero Ã©,Vegetarian,25.12,Weekday,3,26,28
1492661,498866,Three Seat Espresso,Coffee,4.5,Weekday,4,26,23
1489212,226835,Buddha Bodai,Vegetarian,11.84,Weekend,Not given,28,21
1478321,275535,Pongsri Thai,Thai,13.05,Weekday,4,31,24
1495131,276128,Culture Espresso (closed),Coffee,9.55,Weekday,Not given,23,23
1492600,53514,Manhatta $1.99 Delivery,American,14.02,Weekday,5,22,24
1485289,273717,Chumley's,New American,11.62,Weekday,5,20,22
1491980,460747,Pies 'n' Thighs,Southern,15.16,Weekday,5,22,17
1497141,186988,BCD Tofu House,Korean,11.04,Weekday,3,30,21
1487240,159406,Mudspot,Coffee,17.52,Weekday,Not given,27,22
1481480,64360,By Chloe,Vegetarian,18.99,Weekend,5,23,21
1482908,494133,Flinders aLne,Australian,4.5,Weekday,5,25,28
1477388,396432,Blue Ribbon Sushi Izakaya,Japanese,9.7,Weekend,Not given,25,15
1494247,175892,Pelicana Chicken,Korean,21.3,Weekday,5,35,24
1483472,457035,Breads Bakery,Bakery,25.86,Weekday,5,30,22
1496910,208464,Irving Farm,Coffee,8.82,Weekday,3,33,33
1493358,233323,Bien Cuit,Bakery,4.5,Weekend,4,24,23
1494732,456750,Jin Ramen,Japanese,20.96,Weekday,Not given,30,33
1483903,383159,Murray's Bagels,Deli,7.51,Weekday,3,20,24
1485227,39584,Mah-Ze-Dahr,Bakery,4.5,Weekday,Not given,29,23
1492130,455027,Babbo,Italian,17.63,Weekday,5,28,27
1482829,145993,il Buco Alimentari,Italian,12.02,Weekday,4,25,28
1492364,388414,Keens Steakhouse,Steakhouse,17.04,Weekday,5,20,30
1488152,402752,Take31,Korean,4.5,Weekday,Not given,34,15
1495650,334031,Mad for Chicken,Korean,17.64,Weekend,5,20,19
1490110,369813,Souen,Vegetarian,12.95,Weekend,Not given,35,24
1477460,134058,The Meatball Shop,Italian,12.08,Weekday,5,33,25
1491253,450514,bonchon,Korean,30.29,Weekday,4,30,26
1495801,300010,Fat Choy,Vegetarian,23.66,Weekend,3,27,23
1476746,201471,ilili Restaurant,Middle Eastern,12.66,Weekend,5,21,15
1495081,194264,Fette Sau,BBQ,24.29,Weekend,5,20,25
1485121,443134,Pastis Ã±,French,26.36,Weekend,4,20,24
1488554,169679,Spicy Moon,Vegetarian,16.05,Weekend,3,29,19
1492828,169520,Hunan Slurp,Chinese,8.3,Weekend,Not given,34,18
1484690,436369,Lombardi's,Italian,13.51,Weekday,5,33,25
1479349,24450,Miznon,Middle Eastern,11.68,Weekend,3,35,25
1497181,463792,Peak,American,24.06,Weekday,5,24,18
1496007,182737,**Supper**,Pizza,13.07,Weekday,Not given,27,23
1486045,426302,Brooklyn Roasting Company,Coffee,21.81,Weekday,5,30,19
1492759,272953,Avant Garden,Vegetarian,7.38,Weekday,5,26,16
1484088,81362,Smith & Wollensky,Steakhouse,13.09,Weekend,Not given,33,25
1480153,378532,Attaboy,American,4.87,Weekend,Not given,22,27
1485735,120859,Lamalo,Middle Eastern,15.04,Weekend,3,25,31
1491070,357293,Frenchette,French,8.48,Weekday,5,30,32
1479605,442204,Al di La,Italian,11.41,Weekday,5,20,19
1486539,361362,Fat Choy,Vegetarian,28.07,Weekend,Not given,24,29
1481058,280496,Terms of Endearment,Vegetarian,4.5,Weekday,3,25,24
1495948,140917,American Cut,Steakhouse,19.37,Weekend,Not given,27,24
1479973,382330,Kubeh,Middle Eastern,14.39,Weekend,3,20,32
1479264,228166,sweetgreen Brooklyn,Vegetarian,10.04,Weekday,Not given,31,24
1483628,385523,Momofuku Ko (20% off),Korean,26.3,Weekend,5,22,15
1494476,410945,Nix,Vegetarian,8.71,Weekday,5,29,23
1483343,353754,Mercadito,Mexican,4.5,Weekday,Not given,30,19
1486638,234396,Minca,Japanese,9.65,Weekday,5,32,29
1495231,193661,By Chloe,Vegetarian,21.96,Weekday,4,30,25
1488606,15040,Candle Cafe,Vegetarian,16.36,Weekend,3,28,29
1478825,270899,Stone Street Tavern (permanently closed),American,18.21,Weekday,3,28,21
1495761,56513,Bobwhite Counter,Southern,20.9,Weekday,4,24,18
1484164,327471,Tabata Ramen,Japanese,20.41,Weekend,4,26,17
1478209,63141,Shake Shack,American,29.1,Weekend,Not given,23,28
1486500,451256,Sey,Coffee,11.79,Weekday,3,26,32
1476960,45577,Parm,Italian,21.83,Weekday,Not given,23,32
1478543,206181,destefano's,Steakhouse,19.8,Weekday,Not given,32,21
1488979,447328,Keens Steakhouse,Steakhouse,6.92,Weekend,3,27,24
1485451,302104,Kang Ho Dong Baekjeong (closed),Korean,35.0,Weekday,5,25,15
1490034,354993,Kaffe 1668,Coffee,15.46,Weekend,5,28,33
1489233,228182,Peter Pan Donut,Bakery,18.62,Weekend,Not given,29,17
1494852,154627,Il Mulino,Italian,7.59,Weekend,Not given,26,27
1483722,476551,Taqueria Diana,Mexican,13.72,Weekend,Not given,24,20
1495241,479073,Brunswick (Original Location),Coffee,9.81,Weekday,3,27,23
1476678,91817,Shake Shack,American,21.39,Weekend,4,28,18
1483616,365573,Industry Kitchen,American,13.93,Weekday,5,35,24
1496968,400276,Cheli,Chinese,15.14,Weekday,5,27,16
1496912,379805,Il Laboratorio del Gelato,Ice Cream,12.2,Weekday,5,29,29
1497058,322869,Sacred Chow,Vegetarian,19.07,Weekday,4,26,28
1481032,130781,Quality Meats,Steakhouse,27.13,Weekend,5,35,30
1485616,348841,L'Artusi,Italian,5.73,Weekday,5,24,17
1486449,84846,Stumptown,Coffee,6.21,Weekend,5,20,28
1495055,482481,Saga,American,18.65,Weekday,4,31,30
1488333,374074,Momofuku Noodle Bar,Japanese,4.5,Weekend,5,20,25
1499617,65009,Blue Ribbon Fried Chicken,American,12.35,Weekday,5,29,26
1487089,146334,Konditori,Coffee,4.5,Weekend,4,29,24
1476740,60873,Jack's Wife Freda,Mediterranean,25.17,Weekday,4,31,25
1477139,139755,Tortaria,Mexican,13.05,Weekend,5,23,19
1485272,340952,Financier Patisserie (20% off),Dessert,9.22,Weekday,3,26,19
1497375,321596,Kajitsu,Vegetarian,21.87,Weekend,Not given,35,20
1483068,442603,Spot Dessert Bar,Dessert,26.05,Weekend,3,21,31
1480087,66990,The Modern - CLOSED,American,4.5,Weekday,5,24,26
1488796,198794,il Buco Alimentari - Hell's Kitchen,Italian,10.76,Weekend,Not given,23,17
1495909,302281,Cosme,Mexican,6.59,Weekday,3,23,24
1489159,465744,Empellon Ì©,Mexican,11.25,Weekend,Not given,28,26
1493564,474617,Souen,Vegetarian,16.45,Weekday,Not given,33,19
1485908,70669,Mamoun's,Middle Eastern,15.76,Weekend,3,31,28
1479520,45179,Frenchette,France,13.28,Weekend,Not given,23,26
1487395,294502,Lamalo,Middle Eastern,19.79,Weekend,Not given,33,32
1491141,28821,Gimme! Coffee,Coffee,11.85,Weekend,3,31,16
1487795,226798,Citizens of,Australian,16.22,Weekend,5,27,29
1483576,130908,Attaboy,American,25.22,Weekday,4,27,24
1482611,309803,Saba,Middle Eastern,30.67,Weekend,4,27,27
1480814,206342,El Atoradero,Mexican,18.11,Weekend,5,22,33
1479027,469433,Babbo,Italian,5.6,Weekend,4,31,23
1482987,495607,Bedouin Tent (Original Location),Middle Eastern,4.5,Weekday,5,25,17
1486193,348672,Atoboy,Korean,14.74,Weekday,4,35,22
1483349,476002,The Bean - CLOSED,Coffee,21.32,Weekend,5,27,21
1479679,443737,Lombardi's,Italian,8.7,Weekday,Not given,33,27
1483836,348995,Frankies 457 Spuntino,Italian,4.5,Weekday,3,22,32
1496609,356668,Supercrown,Coffee,22.94,Weekend,3,23,27
1484145,81961,Turntable Chicken Jazz,Korean,10.31,Weekend,3,25,18
1485220,432111,Bemelmans Bar,American,19.89,Weekday,4,24,25
1494236,353142,Little Collins,Coffee,14.46,Weekend,Not given,32,29
1491843,407356,Serendipity 3,Ice Cream,10.2,Weekend,Not given,26,22
1480162,249275,Smith & Wollensky,Steakhouse,13.51,Weekend,Not given,28,19
1483066,237628,Il Mulino,Italian,24.5,Weekday,5,34,26
1484953,69113,Christos Steak House,Steakhouse,14.09,Weekend,3,21,28
1497351,123372,Totto Ramen Upper West Side,Japanese,13.7,Weekend,4,35,26
1487635,290732,Magnolia Bakery,Bakery,16.41,Weekend,5,21,26
1487655,27993,Culture Espresso (closed),Coffee,10.49,Weekend,3,33,24
1494502,148828,Nur,Middle Eastern,11.13,Weekday,Not given,31,22
1480461,135060,Sylvia's - $5 off first order,Southern,18.98,Weekend,3,23,31
1478323,354948,Westville Hudson,American,24.25,Weekend,Not given,25,21
1479125,164098,The River Cafe,American,13.86,Weekend,5,26,15
1485350,75924,Oriental Garden,Chinese,11.26,Weekday,5,28,27
1488145,106838,ABC Kitchen,Vegetarian,27.2,Weekend,Not given,25,26
1491722,437296,Champs Diner (Original Location),Vegetarian,11.0,Weekend,4,35,22
1494514,65686,Crown Shy,American,19.8,Weekend,5,24,27
1482975,167721,François Payard,Dessert,19.9,Weekend,Not given,30,33
1487982,74996,Kajitsu,Vegetarian,23.28,Weekday,4,22,19
1496975,495087,Wild Ginger,Vegetarian,15.9,Weekday,Not given,30,26
1490534,151594,Crown Shy,American,18.16,Weekend,3,17,27
1482520,275852,Philippe,Chinese,18.58,Weekend,5,31,23
1492994,392382,Carne Mare,Steakhouse,7.23,Weekday,Not given,32,33
1484981,103814,Ess-a-Bagel [LIMITED TIME],Deli,17.52,Weekday,5,24,27
1491420,347265,Blue Note,American,28.4,Weekday,5,28,21
1494549,165872,Bonnie's,Chinese,18.25,Weekend,5,29,25
1478552,435014,Michael Jordan's,Steakhouse,24.08,Weekday,5,26,31
1495935,358409,The Pool,American,35.0,Weekday,4,24,25
1490501,279366,Atomix,Korean,27.4,Weekend,5,30,23
1476971,250494,Parm,Italian,28.57,Weekday,5,22,32
1495673,488692,**Supper**,Italian,12.53,Weekday,5,23,16
1496441,427401,Supercrown,Coffee,31.68,Weekend,5,29,18
1479291,283738,Kubeh,Middle Eastern,20.54,Weekday,4,23,21
1496525,412532,Amy's Bread [LIMITED TIME],Bakery,18.8,Weekend,5,21,21
1481604,263307,Hill Country Barbecue Market,BBQ,23.42,Weekend,4,22,18
1478239,400390,Shake Shack,American,12.95,Weekend,4,30,26
1476758,120504,Schnipper's Quality Kitchen,American,14.02,Weekend,5,20,16
1493051,64941,Great NY Noodletown,Chinese,17.13,Weekend,Not given,21,25
1497381,193696,Scarpetta,Italian,10.96,Weekend,4,25,22
1481188,492142,Atomix _¤¾Ñ¼,Korean,22.81,Weekend,Not given,25,23
1488418,35049,Roman's,Italian Food,18.82,Weekend,4,30,22
1494337,480917,Maison Ladurée,Dessert,12.2,Weekday,3,26,22
1490960,275064,Buddha Bodai,Vegetarian,24.83,Weekend,4,35,23
1485574,322871,The Variety Coffee Roasters,Coffee,14.34,Weekday,5,27,26
1493711,208918,Pasquale Jones,Italian,10.92,Weekend,Not given,21,29
1481567,28225,Lamalo,Middle Eastern,21.65,Weekday,4,27,25
1497292,369641,Maison Kayser,Bakery,20.9,Weekend,4,33,22
1489709,456530,Miss Korea,Korean,9.5,Weekday,5,23,22
1494472,80583,The Tuck Shop,Australian,22.69,Weekday,3,24,15
1477529,377260,The Smile,American,5.82,Weekend,3,22,25
1494404,414288,Jongro BBQ,Korean,29.68,Weekend,5,23,15
1484688,443596,Le Rock,French,4.5,Weekday,5,23,17
1496668,99307,Shojin,Vegetarian,9.53,Weekend,4,28,24
1490275,288242,Insa,Korean,17.42,Weekday,Not given,32,26
1479710,269547,Death & Co (archived),American,4.5,Weekend,3,21,24
1496248,204030,Turntable Chicken Jazz,Korean,15.52,Weekday,5,22,33
1483476,195795,Oiji Mi,Korean,11.45,Weekday,5,26,25
1494220,80398,Roberta's,Italian,10.71,Weekday,3,29,21
1486735,206288,Shun Lee Palace $0 Delivery Fee,Chinese,7.2,Weekday,5,31,15
1481467,175179,Frankies 457 Spuntino,Italian,23.83,Weekday,Not given,22,27
1493626,471226,Magnolia Bakery _¤¾Ñ¼,Bakery,14.2,Weekday,Not given,33,21
1492228,175099,Blossom,Vegetarian,18.11,Weekday,Not given,24,22
1483711,206388,2nd Ave Deli,Deli,7.76,Weekend,Not given,25,22
1480959,413173,Tasty Hand-Pulled Noodles,Chinese,18.18,Weekend,Not given,30,19
1476578,97079,Donburi-ya,Japanese,12.18,Weekend,Not given,23,23
1495225,225989,PDT (Please Don't Tell),American,12.3,Weekend,Not given,26,15
1496868,208541,Nowon (20% off),Korean,4.5,Weekday,Not given,23,24
1493060,50449,Veniero's Pasticceria,Coffee,22.24,Weekend,4,26,27
1495192,271180,Gregory's Coffee,Coffee,22.2,Weekend,5,33,25
1485250,78720, The Grill ,American,13.99,Weekday,Not given,27,18
1492055,91996,Soogil (20% off),Korean,13.84,Weekday,Not given,23,15
1494770,110128,Yoon Haeundae Galbi Ì©,Korean,17.42,Weekday,3,20,24
1488743,281901,Ramen Lab,Japanese,9.8,Weekday,5,21,33
1487162,474130,Let's Meat BBQ,Korean,21.89,Weekend,5,25,23
1477685,358141,Blue Ribbon Sushi Izakaya,Japanese,12.08,Weekend,Not given,25,23
1478246,260680,Delicatessen,American,32.98,Weekend,5,34,16
1495763,242795,Sparks Steak House (closed),Steakhouse,31.85,Weekday,3,20,19
1478058,200631,Amy Ruth's,Southern,7.38,Weekday,4,24,29
1479799,316243,Carbone,Italian,12.82,Weekday,5,26,18
1482702,360702,Au Za'atar,Middle Eastern,18.7,Weekday,3,24,20
1480280,404418,TOAD STYLE,Mixed,10.64,Weekday,4,32,23
1485883,195162,Sey,Coffee,21.99,Weekday,5,30,16
1476627,120385,Westville Hudson,American,16.98,Weekend,5,34,20
1495553,199658,Manhatta,American,16.79,Weekday,Not given,28,20
1477621,122864,Sarabeth's East,American,13.78,Weekend,4,34,24
1486065,499617,Miss Ada,Middle Eastern,26.28,Weekday,4,28,23
1488020,215275,Peasant,Italian,4.65,Weekend,5,26,21
1494951,357864,Turntable Chicken Jazz,Korean,4.5,Weekend,5,32,27
1489818,35932,Grimaldi's,Italian,26.91,Weekend,Not given,30,18
1495207,322007,Scarpetta - $5 off first order,Italian,4.96,Weekend,Not given,28,23
1481552,263177,Peacefood Cafe,Vegetarian,19.21,Weekday,5,29,32
1483529,81572,ChikaLicious,Dessert,16.82,Weekend,Not given,34,23
1480132,470204,Ample Hills,Ice Cream,15.48,Weekday,5,28,21
1477516,52256,Han Dynaty,Chinese,29.15,Weekend,Not given,31,19
1477624,104336,Shake Shack,American,19.45,Weekday,4,28,24
1480876,241117,Butler,Coffee,17.85,Weekend,Not given,28,25
1480652,439911,Maison Kayser,Bakery,29.18,Weekend,3,30,15
1496332,192555,Zabar's,Deli,16.83,Weekend,Not given,27,25
1491511,201332,Cherche Midi $0 Delivery Fee,French,30.37,Weekday,4,35,28
1477444,88075,Shake Shack,American,24.3,Weekday,4,33,30
1482694,159593,Patsy's Pizzeria,Italian,7.29,Weekend,Not given,26,18
1483745,26780,King Cole Bar,American,22.79,Weekday,Not given,24,31
1496960,172333,Thursday Kitchen,Korean,7.31,Weekday,5,28,31
1495652,328479,The Bean,Coffee,14.71,Weekday,5,30,33
1483222,144934,Three Seat Espresso,Coffee,13.9,Weekday,5,26,27
1486989,95210,Quantum Leap,Vegetarian,27.5,Weekday,Not given,27,24
1478913,376758,STK [LIMITED TIME],Steakhouse,15.23,Weekday,Not given,31,28
1479493,30730,Tabata Ramen â™,Sushi,25.11,Weekday,3,28,17
1478695,385752, Mapo BBQ ,Korean,16.88,Weekday,3,24,22
1494307,180763,Morton's,Steakhouse,25.92,Weekday,3,35,33
1492155,75782,L'Arte del Gelato,Ice Cream,16.32,Weekend,Not given,23,25
1480061,272419,Sweatshop,Coffee,19.55,Weekend,Not given,20,20
1491429,166272,Dante,Italian,16.04,Weekday,3,26,26
1481503,43240,quality italian,Italian ,8.87,Weekday,5,20,21
1482612,124895,Bluestone Lane - Free Delivery,Coffee,22.93,Weekend,5,23,15
1478953,376842,Di Fara Pizza,Italian,9.36,Weekend,4,31,24
1483924,296735,Dante *NEW*,Italian,26.72,Weekday,Not given,23,18
1477630,355090,Shake Shack,American,12.18,Weekday,Not given,26,27
1481529,148266,El Vez,Mexican,8.84,Weekday,4,29,27
1492634,272425,SEY Coffee,Coffee,25.48,Weekend,Not given,34,28
1481671,60274,Brunswick,Coffee,11.67,Weekday,3,26,30
1493035,252498,Employees Only,American,18.26,Weekend,Not given,27,20
1494756,92323,Wu's Wonton King,Chinese,12.8,Weekday,Not given,31,18
1485629,347341,Brunswick,Coffee,18.19,Weekend,Not given,29,30
1491251,367822,Il Laboratorio del Gelato,Ice Cream,16.2,Weekend,Not given,24,24
1493334,83885,The Halal Guys,Middle Eastern,35.0,Weekend,4,24,18
1496011,291391,DEVOCIÓN,Coffee,18.83,Weekday,Not given,35,19
1477477,78560,The Meatball Shop,Italian,11.69,Weekend,4,35,16
1488402,431594,Sey,Coffee,9.31,Weekday,Not given,24,23
1495514,302240,Sylvia's - $5 off first order,Southern,10.66,Weekday,4,31,17
1490237,451823,Insa,Korean,22.7,Weekend,5,25,24
1480531,351816,Death & Co,American,20.0,Weekday,3,20,29
1488401,65515,Miznon,Middle Eastern,12.32,Weekday,5,26,20
1479819,133962,Franchia,Vegetarian,19.27,Weekend,3,29,27
1489141,58606,Nur - Hell's Kitchen,Middle Eastern,8.03,Weekend,Not given,20,21
1487804,60772,Oiji Mi,Korean,17.76,Weekday,5,24,20
1486994,138764,Hungry Ghost,Coffee,26.78,Weekend,Not given,31,31
1489154,492582,Al di La,Italian,23.34,Weekday,3,25,30
1491375,172141,The Donut Pub - NOW OPEN,Bakery,9.26,Weekday,5,26,22
1481520,401969,La Mercerie,French,17.02,Weekday,Not given,24,27
1478836,377309,Pete's Tavern,American,10.42,Weekend,Not given,35,30
1496381,311140,Turntable Chicken Jazz,Korean,16.65,Weekday,4,25,15
1485369,351247,Jin Ramen,Japanese,24.56,Weekday,4,26,30
1493009,384870,Blue Smoke,BBQ,14.4,Weekday,Not given,30,28
1493378,303935,Sweet Chick,Southern,11.19,Weekend,5,23,25
1495145,240632,SEY Coffee,Coffee,17.73,Weekday,3,24,25
1494743,437439,Da Silvano,Italian,8.43,Weekday,3,23,21
1488589,77516,Fabrique,Bakery,14.69,Weekday,5,35,25
1481839,299609,Sparks Steak House,Steakhouse,11.83,Weekday,4,30,26
1494009,137389,Hometown Bar-B-Que,BBQ,25.01,Weekend,Not given,22,28
1480918,176798,Le Pavillon,French,22.48,Weekday,3,20,20
1483138,464968,sweetgreen,Vegetarian,34.73,Weekday,5,26,18
1489386,126648,Pastis Ã±,French,10.76,Weekend,4,30,21
1495747,97763,Noodle Village,Chinese,23.38,Weekend,4,28,22
1484825,438074,Le Crava,American,20.62,Weekday,Not given,26,25
1480911,186822,Industry Kitchen (closed),American,20.01,Weekday,4,20,29
1480946,490905,The Modern - East Village,American,13.14,Weekend,4,28,17
1477829,164529,Blue Ribbon Sushi,Japanese,9.32,Weekend,4,32,18
1477104,77341,The Meatball Shop,Italian,16.93,Weekend,Not given,30,25
1480348,218763,King Cole Bar,American,22.54,Weekday,5,33,28
1488463,273879,Black Tap,American,8.54,Weekend,5,31,32
1492398,194825,McSorley's Old Ale House,American,11.03,Weekday,5,34,27
1489352,176101,The Modern - CLOSED,American,30.84,Weekday,5,35,23
1481576,49824,il Buco Alimentari,Italian,25.44,Weekend,Not given,26,24
1477603,399121,Blue Ribbon Sushi,Japanese,11.3,Weekday,Not given,24,24
1480349,177899,Morton's,Steakhouse,35.0,Weekday,Not given,25,23
1484647,194253,Raoul's,French,28.78,Weekday,3,24,22
1491519,498669,Atoboy,Korean ,4.54,Weekend,5,29,16
1485918,261648,Al di La,Italian,10.05,Weekday,4,27,26
1481037,415448,Miznon,Middle Eastern,15.0,Weekend,5,25,21
1490793,25371,Veniero's Pasticceria,Coffee,6.81,Weekend,Not given,34,26
1476973,101746,Cafeteria,American,11.59,Weekend,Not given,24,19
1482980,406856,Souen,Vegetarian,10.28,Weekend,5,27,21
1482729,488280,China Blue,Chinese,10.46,Weekday,Not given,34,27
1483887,467308,Jin Ramen,Japanese,26.25,Weekday,Not given,24,32
1477939,41040,The Meatball Shop,Italian,15.91,Weekend,Not given,26,20
1484724,484248,ABC Kitchen,Vegetarian,13.95,Weekend,Not given,31,30
1478457,17376,Peasant,Italian,23.8,Weekday,5,22,29
1483710,72071,Emilio's Ballato,Italian,14.77,Weekday,5,29,17
1481758,473079,cookshop,American,10.99,Weekend,Not given,29,31
1492007,39188,Brunswick,Coffee,19.91,Weekend,4,29,22
1494555,144787,Peter Luger Steak House,Steakhouse,23.79,Weekend,5,22,30
1478428,53543, The Smile ,American,12.18,Weekday,5,29,27
1477958,309981,Blue Ribbon Fried Chicken,American,29.1,Weekend,Not given,31,27
1477489,14869,Tres Carnes,Mexican,9.17,Weekend,4,25,30
1481948,373060,Jongro BBQ,Korean,20.24,Weekend,4,35,15
1476639,399172,Blue Ribbon Fried Chicken,American,14.07,Weekday,Not given,20,31
1476762,367111,Blue Ribbon Sushi Bar & Grill,Japanese,16.54,Weekend,Not given,27,17
1490618,424192,Lombardi's,italian,22.35,Weekend,Not given,20,23
1494834,468371,Gallaghers,Steakhouse,4.5,Weekend,4,35,31
1477362,172758,Shake Shack,American,12.23,Weekday,4,31,24
1495077,144787,Wild Ginger,Vegetarian,23.32,Weekend,5,20,20
1480004,125941,The River Cafe,American,32.63,Weekend,4,35,33
1477552,137565,Shake Shack,American,31.29,Weekday,Not given,26,32
1487470,402784,Ippudo,Japanese,17.35,Weekend,3,20,26
1480603,238091,Lavagna,Italian,15.13,Weekday,5,31,26
1491569,118884,Angel's Share,Japanese,22.38,Weekend,5,26,22
1489255,232035,Ralph's Coffee,Coffee,18.78,Weekday,3,20,16
1477336,94480,The Meatball Shop,Italian,32.93,Weekend,5,34,29
1492490,160488,The Dead Rabbit,American,14.05,Weekend,4,24,21
1494385,256540,Franchia,Vegetarian,20.76,Weekday,Not given,26,25
1486338,422393,John's of Bleecker Street,Italian,6.88,Weekday,5,29,29
1483897,309097,Magnolia Bakery,Bakery,16.29,Weekend,4,22,27
1494501,2706,Industry Kitchen,American,12.72,Weekend,Not given,35,25
1488754,128234,Chez Josephine,French,14.71,Weekday,4,23,27
1478770,288394,Sauce,Italian,10.66,Weekday,5,21,27
1484736,56112,Arlington Club,Steakhouse,15.12,Weekend,4,33,18
1491024,289687,The Smith,American,4.5,Weekend,5,27,17
1491801,386341,The Capital Grille,Steakhouse,24.54,Weekend,5,32,30
1484843,411524,New Wonjo,Korean,32.2,Weekday,5,24,30
1491499,52535,Maison Premiere,French,10.15,Weekend,Not given,27,25
1485673,118973,Dough,Bakery,14.75,Weekend,5,21,24
1495844,129196,Hole in the Wall,Australian,22.07,Weekday,4,23,23
1483972,82304,Russ & Daughters,Deli,18.05,Weekend,4,24,24
1482192,13893,Gallaghers,Steakhouse,18.02,Weekend,3,31,33
1480233,281085,Planta,Vegetarian,12.67,Weekday,Not given,25,23
1478071,70315,Five Guys Burgers and Fries,American ,14.12,Weekend,4,28,25
1478887,306368,The Butcher's Daughter (closed),American,16.67,Weekday,5,25,27
1496199,353002,Ess-a-aBgel,Deli,8.0,Weekend,3,27,15
1486953,458848,The Boathouse,American,13.01,Weekday,Not given,33,33
1478005,97991,Blue Ribbon Sushi Bar & Grill,Japanese,19.44,Weekday,5,34,27
1479955,497551,Roman's â™,Italian,4.5,Weekend,Not given,29,20
1487508,384014,Mah-Ze-Dahr,Bakery,11.75,Weekday,5,32,26
1485203,442249,Arlo,American,18.75,Weekday,Not given,29,16
1491078,426300,Keens Steakhouse,Steakhouse,27.41,Weekday,Not given,24,33
1495053,166864,Porto Rico,Coffee,23.41,Weekday,4,34,19
1495574,32261,Tavern on the Green,American,25.72,Weekday,4,28,25
1483713,104999,Cosme (permanently closed),Mexican,8.16,Weekday,Not given,32,24
1482978,491927,The River Cafe,American,5.16,Weekend,Not given,20,25
1488279,36022,Lady M,Dessert,25.77,Weekday,3,27,18
1476921,121476,Blue Ribbon Fried Chicken,American,12.18,Weekday,3,29,27
1488286,464300,Kajitsu,Vegetarian,28.56,Weekend,5,26,24
1487513,413497,Franchia,Vegetarian,8.79,Weekend,Not given,35,19
1478779,408765,cookshop,American,9.38,Weekday,Not given,24,23
1481746,231760,Water's Edge,American,5.92,Weekend,5,32,19
1488906,12907,Yoon Haeundae Galbi,Korean,30.3,Weekend,3,31,21
1476933,375704,Shake Shack,American,32.98,Weekend,3,22,21
1492399,198357,ABCV,Vegetarian,15.76,Weekend,5,20,27
1488420,386136,Nakamura,Japanese,17.56,Weekend,3,21,16
1490472,345533,Planta,Vegetarian,4.5,Weekday,5,25,16
1491573,371495,The Spotted Pig _Àü£¾÷´,American,17.94,Weekday,Not given,33,16
1476935,59419,Blue Ribbon Fried Chicken,American,11.69,Weekend,5,21,24
1495767,1855,UNION SQUARE CAFE,American,16.68,Weekday,5,22,30
1480403,275109,Shojin $1.99 Delivery,Vegetarian,24.65,Weekend,4,23,23
1494693,317772,Rao's,Italian,24.9,Weekend,5,25,25
1481383,340165,Two Hands,Coffee,29.74,Weekend,3,24,22
1486986,443176,Peak,American,13.36,Weekday,Not given,33,17
1478126,113972,Parm,Italian,14.79,Weekend,Not given,33,29
1486220,65512,Fabrique,Bakery,12.91,Weekday,3,24,25
1488025,19777,Harry's,Steakhouse,22.74,Weekend,5,32,25
1486437,185153,Trinity Place,American,19.47,Weekend,3,27,22
1479677,215867,Felice,Italian,20.82,Weekend,Not given,29,33
1483424,23260,Mimi's Hummus,Middle Eastern,22.38,Weekday,4,27,32
1491685,367552,Lamalo,Middle Eastern,18.06,Weekend,5,27,15
1489147,212687,La Esquina,Mexican,24.81,Weekday,3,31,23
1487503,439982,Sant Ambroeus,Coffee,21.07,Weekend,5,22,22
1480708,386834,Yoon Haeundae Galbi,Korean,23.47,Weekday,5,35,25
1495700,58411,Il Laboratorio del Gelato,Ice Cream,10.11,Weekday,Not given,29,29
1495361,285748,Bar Goto,Japanese,20.31,Weekday,Not given,21,24
